name,url,country,region,coordinates,caption,longitude,latitude
Historic Centre of the Town of Goiás,http://whc.unesco.org/en/list/993,Brazil,State of Goiás,S15 55 59.808 W50 8 0.096,"Goiás testifies to the occupation and colonization of the lands of central Brazil in the 18th and 19th centuries. The urban layout is an example of the organic development of a mining town, adapted to the conditions of the site. Although modest, both public and private architecture form a harmonious whole, thanks to the coherent use of local materials and vernacular techniques.",-49.86664,-14.06672
Cape Floral Region Protected Areas,http://whc.unesco.org/en/list/1007,South Africa,"Western Cape Province, Eastern Cape Province",S34 10 0 E18 22 30,"A serial site – in Cape Province, South Africa – made up of eight protected areas, covering 553,000 ha, the Cape Floral Region is one of the richest areas for plants in the world. It represents less than 0.5% of the area of Africa but is home to nearly 20% of the continent’s flora. The site displays outstanding ecological and biological processes associated with the Fynbos vegetation, which is unique to the Cape Floral Region. The outstanding diversity, density and endemism of the flora are among the highest worldwide. Unique plant reproductive strategies, adaptive to fire, patterns of seed dispersal by insects, as well as patterns of endemism and adaptive radiation found in the flora, are of outstanding value to science.",18.375,-33.833333333333336
Notre-Dame Cathedral in Tournai,http://whc.unesco.org/en/list/1009,Belgium,"Province of Hainaut, Wallonia Region",N50 36 21.708 E3 23 21.336,"The Cathedral of Notre-Dame in Tournai was built in the first half of the 12th century. It is especially distinguished by a Romanesque nave of extraordinary dimensions, a wealth of sculpture on its capitals and a transept topped by five towers, all precursors of the Gothic style. The choir, rebuilt in the 13th century, is in the pure Gothic style.",3.38926,50.60603
Kinabalu Park,http://whc.unesco.org/en/list/1012,Malaysia,State of Sabah,N6 15 0 E116 30 0,"Kinabalu Park, in the State of Sabah on the northern end of the island of Borneo, is dominated by Mount Kinabalu (4,095 m), the highest mountain between the Himalayas and New Guinea. It has a very wide range of habitats, from rich tropical lowland and hill rainforest to tropical mountain forest, sub-alpine forest and scrub on the higher elevations. It has been designated as a Centre of Plant Diversity for Southeast Asia and is exceptionally rich in species with examples of flora from the Himalayas, China, Australia, Malaysia, as well as pan-tropical flora.",116.5,6.25
Land of Frankincense,http://whc.unesco.org/en/list/1010,Oman,Dhofar Province,N18 15 11.988 E53 38 51.324,"The frankincense trees of Wadi Dawkah and the remains of the caravan oasis of Shisr/Wubar and the affiliated ports of Khor Rori and Al-Baleed vividly illustrate the trade in frankincense that flourished in this region for many centuries, as one of the most important trading activities of the ancient and medieval world.",53.64759,18.25333
Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,http://whc.unesco.org/en/list/1011,Armenia,Armavir Region,N40 9 33.516 E44 17 42.504,"The cathedral and churches of Echmiatsin and the archaeological remains at Zvartnots graphically illustrate the evolution and development of the Armenian central-domed cross-hall type of church, which exerted a profound influence on architectural and artistic development in the region.",44.29514,40.15931
Gunung Mulu National Park,http://whc.unesco.org/en/list/1013,Malaysia,"northern Sarawak, island of Borneo",N4 7 59.988 E114 55 0.012,"Important both for its high biodiversity and for its karst features, Gunung Mulu National Park, on the island of Borneo in the State of Sarawak, is the most studied tropical karst area in the world. The 52,864-ha park contains seventeen vegetation zones, exhibiting some 3,500 species of vascular plants. Its palm species are exceptionally rich, with 109 species in twenty genera noted. The park is dominated by Gunung Mulu, a 2,377 m-high sandstone pinnacle. At least 295 km of explored caves provide a spectacular sight and are home to millions of cave swiftlets and bats. The Sarawak Chamber, 600 m by 415 m and 80 m high, is the largest known cave chamber in the world.",114.91667,4.13333
Historical Centre of the City of Arequipa,http://whc.unesco.org/en/list/1016,Peru,Province of Arequipa,S16 23 60 W71 31 60,"The historic centre of Arequipa, built in volcanic sillar rock, represents an integration of European and native building techniques and characteristics, expressed in the admirable work of colonial masters and Criollo and Indian masons. This combination of influences is illustrated by the city's robust walls, archways and vaults, courtyards and open spaces, and the intricate Baroque decoration of its facades.",-70.46666666666667,-15.6
Central Suriname Nature Reserve,http://whc.unesco.org/en/list/1017,Suriname,District Sipaliwini,N4 0 0 W56 30 0,"The Central Suriname Nature Reserve comprises 1.6 million ha of primary tropical forest of west-central Suriname. It protects the upper watershed of the Coppename River and the headwaters of the Lucie, Oost, Zuid, Saramaccz, and Gran Rio rivers and covers a range of topography and ecosystems of notable conservation value due to its pristine state. Its montane and lowland forests contain a high diversity of plant life with more than 5,000 vascular plant species collected to date. The Reserve's animals are typical of the region and include the jaguar, giant armadillo, giant river otter, tapir, sloths, eight species of primates and 400 bird species such as harpy eagle, Guiana cock-of-the-rock, and scarlet macaw.",-55.5,4.0
Tsodilo,http://whc.unesco.org/en/list/1021,Botswana,"The Ngamiland District, north-west

Botswana",S18 45 0 E21 43 60,"With one of the highest concentrations of rock art in the world, Tsodilo has been called the ''Louvre of the Desert''. Over 4,500 paintings are preserved in an area of only 10 km2 of the Kalahari Desert. The archaeological record of the area gives a chronological account of human activities and environmental changes over at least 100,000 years. Local communities in this hostile environment respect Tsodilo as a place of worship frequented by ancestral spirits.",21.733333333333334,-17.25
Tombs of Buganda Kings at Kasubi,http://whc.unesco.org/en/list/1022,Uganda,Kampala District,N0 20 55 E32 33 5,"The Tombs of Buganda Kings at Kasubi constitute a site embracing almost 30 ha of hillside within Kampala district. Most of the site is agricultural, farmed by traditional methods. At its core on the hilltop is the former palace of the Kabakas of Buganda, built in 1882 and converted into the royal burial ground in 1884. Four royal tombs now lie within the Muzibu Azaala Mpanga, the main building, which is circular and surmounted by a dome. It is a major example of an architectural achievement in organic materials, principally wood, thatch, reed, wattle and daub. The site's main significance lies, however, in its intangible values of belief, spirituality, continuity and identity.",32.55138888888889,0.3486111111111111
Late Baroque Towns of the Val di Noto (South-Eastern Sicily),http://whc.unesco.org/en/list/1024,Italy,"Provinces of Catania, Ragusa, and Syracuse, Sicily",N36 53 35.5 E15 4 8.1,"The eight towns in south-eastern Sicily: Caltagirone, Militello Val di Catania, Catania, Modica, Noto, Palazzolo, Ragusa and Scicli, were all rebuilt after 1693 on or beside towns existing at the time of the earthquake which took place in that year. They represent a considerable collective undertaking, successfully carried out at a high level of architectural and artistic achievement. Keeping within the late Baroque style of the day, they also depict distinctive innovations in town planning and urban building.",15.068916666666667,36.89319444444445
Natural System of Wrangel Island Reserve,http://whc.unesco.org/en/list/1023,Russian Federation,Chukot Autonomous Area,N71 11 20 W179 42 55,"Located well above the Arctic Circle, the site includes the mountainous Wrangel Island (7,608 km2), Herald Island (11 km",-178.28472222222223,71.18888888888888
"Villa d'Este, Tivoli",http://whc.unesco.org/en/list/1025,Italy,"Province of Rome, Region of Latium",N41 57 50.1 E12 47 46.5,"The Villa d'Este in Tivoli, with its palace and garden, is one of the most remarkable and comprehensive illustrations of Renaissance culture at its most refined. Its innovative design along with the architectural components in the garden (fountains, ornamental basins, etc.) make this a unique example of an Italian 16th-century garden. The Villa d'Este, one of the first ",12.79625,41.96391666666667
Val d'Orcia,http://whc.unesco.org/en/list/1026,Italy,"Province of Siena, Tuscany",N43 4 0 E11 33 0,"The landscape of Val d’Orcia is part of the agricultural hinterland of Siena, redrawn and developed when it was integrated in the territory of the city-state in the 14th and 15th centuries to reflect an idealized model of good governance and to create an aesthetically pleasing picture. The landscape’s distinctive aesthetics, flat chalk plains out of which rise almost conical hills with fortified settlements on top, inspired many artists. Their images have come to exemplify the beauty of well-managed Renaissance agricultural landscapes. The inscription covers: an agrarian and pastoral landscape reflecting innovative land-management systems; towns and villages; farmhouses; and the Roman Via Francigena and its associated abbeys, inns, shrines, bridges, etc.",11.55,43.06666666666667
Mining Area of the Great Copper Mountain in Falun,http://whc.unesco.org/en/list/1027,Sweden,"Town of Falun, Dalarna Province",N60 36 16.992 E15 37 50.988,"The enormous mining excavation known as the Great Pit at Falun is the most striking feature of a landscape that illustrates the activity of copper production in this region since at least the 13th century. The 17th-century planned town of Falun with its many fine historic buildings, together with the industrial and domestic remains of a number of settlements spread over a wide area of the Dalarna region, provide a vivid picture of what was for centuries one of the world's most important mining areas.",15.63083,60.60472
Dorset and East Devon Coast,http://whc.unesco.org/en/list/1029,United Kingdom of Great Britain and Northern Ireland,"Dorset and East Devon, England",N50 42 20 W2 59 23.6,"The cliff exposures along the Dorset and East Devon coast provide an almost continuous sequence of rock formations spanning the Mesozoic Era, or some 185 million years of the earth's history. The area's important fossil sites and classic coastal geomorphologic features have contributed to the study of earth sciences for over 300 years.",-1.0101111111111112,50.705555555555556
Saltaire,http://whc.unesco.org/en/list/1028,United Kingdom of Great Britain and Northern Ireland,"West Yorkshire, England",N53 50 21 W1 47 18,"Saltaire, West Yorkshire, is a complete and well-preserved industrial village of the second half of the 19th century. Its textile mills, public buildings and workers' housing are built in a harmonious style of high architectural standards and the urban plan survives intact, giving a vivid impression of Victorian philanthropic paternalism.",-0.21166666666666667,53.839166666666664
Derwent Valley Mills,http://whc.unesco.org/en/list/1030,United Kingdom of Great Britain and Northern Ireland,"Derbyshire, England",N53 1 44 W1 29 17,"The Derwent Valley in central England contains a series of 18th- and 19th- century cotton mills and an industrial landscape of high historical and technological interest. The modern factory owes its origins to the mills at Cromford, where Richard Arkwright's inventions were first put into industrial-scale production. The workers' housing associated with this and the other mills remains intact and illustrate the socio-economic development of the area.",-0.5119444444444444,53.028888888888886
Historic Centre of Guimarães,http://whc.unesco.org/en/list/1031,Portugal,"Province of Minho, District of Braga",N41 26 26.988 W8 17 41.352,"The historic town of Guimarães is associated with the emergence of the Portuguese national identity in the 12th century. An exceptionally well-preserved and authentic example of the evolution of a medieval settlement into a modern town, its rich building typology exemplifies the specific development of Portuguese architecture from the 15th to 19th century through the consistent use of traditional building materials and techniques.",-7.70518,41.44083
Historic Centre of Vienna,http://whc.unesco.org/en/list/1033,Austria,Vienna,N48 13 0 E16 22 60,"Vienna developed from early Celtic and Roman settlements into a Medieval and Baroque city, the capital of the Austro-Hungarian Empire. It played an essential role as a leading European music centre, from the great age of Viennese Classicism through the early part of the 20th century. The historic centre of Vienna is rich in architectural ensembles, including Baroque castles and gardens, as well as the late-19th-century Ringstrasse lined with grand buildings, monuments and parks.",16.383333333333333,48.21666666666667
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,http://whc.unesco.org/en/list/1035,Brazil,"Central Brazil Plateau, State of Goiás",S14 0 20.5 W47 41 4.6,"The two sites included in the designation contain flora and fauna and key habitats that characterize the Cerrado – one of the world’s oldest and most diverse tropical ecosystems. For millennia, these sites have served as refuge for several species during periods of climate change and will be vital for maintaining the biodiversity of the Cerrado region during future climate fluctuations.",-46.31538888888889,-13.994305555555556
Old City of Acre,http://whc.unesco.org/en/list/1042,Israel,Western Galilee,N32 55 42 E35 5 2,"Acre is a historic walled port-city with continuous settlement from the Phoenician period. The present city is characteristic of a fortified town dating from the Ottoman 18th and 19th centuries, with typical urban components such as the citadel, mosques, khans and baths. The remains of the Crusader town, dating from 1104 to 1291, lie almost intact, both above and below today's street level, providing an exceptional picture of the layout and structures of the capital of the medieval Crusader kingdom of Jerusalem.",35.083888888888886,32.928333333333335
Yungang Grottoes,http://whc.unesco.org/en/list/1039,China,"Datong City, Shanxi Province",N40 6 34.992 E113 7 19.992,"The Yungang Grottoes, in Datong city, Shanxi Province, with their 252 caves and 51,000 statues, represent the outstanding achievement of Buddhist cave art in China in the 5th and 6th centuries. The Five Caves created by Tan Yao, with their strict unity of layout and design, constitute a classical masterpiece of the first peak of Chinese Buddhist art.",113.12222,40.10972
Aranjuez Cultural Landscape,http://whc.unesco.org/en/list/1044,Spain,Province and Autonomous Community of Madrid,N40 2 11.22 W3 36 33.624,"The Aranjuez cultural landscape is an entity of complex relationships: between nature and human activity, between sinuous watercourses and geometric landscape design, between the rural and the urban, between forest landscape and the delicately modulated architecture of its palatial buildings. Three hundred years of royal attention to the development and care of this landscape have seen it express an evolution of concepts from humanism and political centralization, to characteristics such as those found in its 18th century French-style Baroque garden, to the urban lifestyle which developed alongside the sciences of plant acclimatization and stock-breeding during the Age of Enlightenment.",-2.39066,40.03645
Alto Douro Wine Region,http://whc.unesco.org/en/list/1046,Portugal,"Douro Region, Trás-os-Montes e

Alto Douro",N41 6 6 W7 47 56,"Wine has been produced by traditional landholders in the Alto Douro region for some 2,000 years. Since the 18th century, its main product, port wine, has been world famous for its quality. This long tradition of viticulture has produced a cultural landscape of outstanding beauty that reflects its technological, social and economic evolution.",-6.2011111111111115,41.10166666666667
Churches of Peace in Jawor and Świdnica,http://whc.unesco.org/en/list/1054,Poland,"Jawor and Świdnica counties, Lower Silesian (Dolnoslaskie) Voivodship",N51 3 15.4 E16 11 45.4,The Churches of Peace in Jawor and ,16.195944444444443,51.05427777777778
Wooden Churches of Southern Małopolska,http://whc.unesco.org/en/list/1053,Poland,"Gorlice, Nowy Targ, and Bochnia counties, Voivodship of Lesser Poland (Malopolskie);
Brzozów County, Subcarpathian (Podkarpackie) Voivodship",N49 45 0 E21 13 60,"The wooden churches of southern Little Poland represent outstanding examples of the different aspects of medieval church-building traditions in Roman Catholic culture. Built using the horizontal log technique, common in eastern and northern Europe since the Middle Ages, these churches were sponsored by noble families and became status symbols. They offered an alternative to the stone structures erected in urban centres.",21.233333333333334,49.75
Tugendhat Villa in Brno,http://whc.unesco.org/en/list/1052,Czech Republic,South Moravian Region,N49 12 25.86 E16 36 57.8,"The Tugendhat Villa in Brno, designed by the architect Mies van der Rohe, is an outstanding example of the international style in the modern movement in architecture as it developed in Europe in the 1920s. Its particular value lies in the application of innovative spatial and aesthetic concepts that aim to satisfy new lifestyle needs by taking advantage of the opportunities afforded by modern industrial production.",16.616055555555555,49.20718333333333
Lamu Old Town,http://whc.unesco.org/en/list/1055,Kenya,"Coast Province, Lamu District",S2 17 4 E40 51 9,"Lamu Old Town is the oldest and best-preserved Swahili settlement in East Africa, retaining its traditional functions. Built in coral stone and mangrove timber, the town is characterized by the simplicity of structural forms enriched by such features as inner courtyards, verandas, and elaborately carved wooden doors. Lamu has hosted major Muslim religious festivals since the 19th century, and has become a significant centre for the study of Islamic and Swahili cultures.",40.8525,-1.7155555555555555
Portuguese City of Mazagan (El Jadida),http://whc.unesco.org/en/list/1058,Morocco,"Region: Doukkala-Abda, Province El Jadida",N33 15 24.012 W8 30 6.984,"The Portuguese fortification of Mazagan, now part of the city of El Jadida, 90-km southwest of Casablanca, was built as a fortified colony on the Atlantic coast in the early 16th century. It was taken over by the Moroccans in 1769. The fortification with its bastions and ramparts is an early example of Renaissance military design. The surviving Portuguese buildings include the cistern and the Church of the Assumption, built in the Manueline style of late Gothic architecture. The Portuguese City of Mazagan - one of the early settlements of the Portuguese explorers in West Africa on the route to India - is an outstanding example of the interchange of influences between European and Moroccan cultures, well reflected in architecture, technology, and town planning.",-7.49806,33.25667
Mahabodhi Temple Complex at Bodh Gaya,http://whc.unesco.org/en/list/1056,India,"State of Bihar, Eastern India",N24 41 43.008 E84 59 38.004,"The Mahabodhi Temple Complex is one of the four holy sites related to the life of the Lord Buddha, and particularly to the attainment of Enlightenment. The first temple was built by Emperor Asoka in the 3rd century B.C., and the present temple dates from the 5th or 6th centuries. It is one of the earliest Buddhist temples built entirely in brick, still standing in India, from the late Gupta period.",84.99389,24.69528
Tokaj Wine Region Historic Cultural Landscape,http://whc.unesco.org/en/list/1063,Hungary,County of Borsod-Abaúj-Zemplén,N48 8 60 E21 21 0,"The cultural landscape of Tokaj graphically demonstrates the long tradition of wine production in this region of low hills and river valleys. The intricate pattern of vineyards, farms, villages and small towns, with their historic networks of deep wine cellars, illustrates every facet of the production of the famous Tokaj wines, the quality and management of which have been strictly regulated for nearly three centuries.",21.35,48.15
Upper Middle Rhine Valley,http://whc.unesco.org/en/list/1066,Germany,States of Rhineland-Palatinate (Rheinland-Pfalz) and  Hesse (Hessen),N50 10 25 E7 41 39,"The 65km-stretch of the Middle Rhine Valley, with its castles, historic towns and vineyards, graphically illustrates the long history of human involvement with a dramatic and varied natural landscape. It is intimately associated with history and legend and for centuries has exercised a powerful influence on writers, artists and composers.",7.694166666666667,50.173611111111114
Historic Centres of Stralsund and Wismar,http://whc.unesco.org/en/list/1067,Germany,State of Mecklenburg-Western Pomerania (Mecklenburg-Vorpommern),N54 18 9 E13 5 7,"The medieval towns of Wismar and Stralsund, on the Baltic coast of northern Germany, were major trading centres of the Hanseatic League in the 14th and 15th centuries. In the 17th and 18th centuries they became Swedish administrative and defensive centres for the German territories. They contributed to the development of the characteristic building types and techniques of Brick Gothic in the Baltic region, as exemplified in several important brick cathedrals, the Town Hall of Stralsund, and the series of houses for residential, commercial and crafts use, representing its evolution over several centuries.",13.085277777777778,54.3025
 of Piedmont and Lombardy,http://whc.unesco.org/en/list/1068,Italy,Regions of Lombardy and Piedmont,N45 58 28.4 E9 10 10.4,The nine ,9.169555555555556,45.974555555555554
"Citadel, Ancient City and Fortress Buildings of Derbent",http://whc.unesco.org/en/list/1070,Russian Federation,"Dagestan, Eastern Caucasus, Western coast of Caspian Sea",N42 3 10.7 E48 17 49.9,"The Citadel, Ancient City and Fortress Buildings of Derbent were part of the northern lines of the Sasanian Persian Empire, which extended east and west of the Caspian Sea. The fortification was built in stone. It consisted of two parallel walls that formed a barrier from the seashore up to the mountain. The town of Derbent was built between these two walls, and has retained part of its medieval fabric. The site continued to be of great strategic importance until the 19th century.",48.29719444444444,42.05297222222222
Gebel Barkal and the Sites of the Napatan Region,http://whc.unesco.org/en/list/1073,Sudan,"Northern state, province of Meroe",N18 31 60 E31 49 0,"These five archaeological sites, stretching over more than 60 km in the Nile valley, are testimony to the Napatan (900 to 270 BC) and Meroitic (270 BC to 350 AD) cultures, of the second kingdom of Kush. Tombs, with and without pyramids, temples, living complexes and palaces, are to be found on the site. Since Antiquity, the hill of Gebel Barkal has been strongly associated with religious traditions and folklore. The largest temples are still considered by the local people as sacred places.",31.816666666666666,18.533333333333335
Gobustan Rock Art Cultural Landscape,http://whc.unesco.org/en/list/1076,Azerbaijan,"Garadagh District and Apsheron District, Baku City Administrative Territory",N40 7 30 E49 22 30,"Gobustan Rock Art Cultural Landscape covers three areas of a plateau of rocky boulders rising out of the semi-desert of central Azerbaijan, with an outstanding collection of more than 6,000 rock engravings bearing testimony to 40,000 years of rock art. The site also features the remains of inhabited caves, settlements and burials, all reflecting an intensive human use by the inhabitants of the area during the wet period that followed the last Ice Age, from the Upper Paleolithic to the Middle Ages. The site, which covers an area of 537 ha, is part of the larger protected Gobustan Reservation.",49.375,40.125
Takht-e Soleyman,http://whc.unesco.org/en/list/1077,Iran (Islamic Republic of),Western Azerbaijan Province,N36 36 14 E47 14 6,"The archaeological site of Takht-e Soleyman, in north-western Iran, is situated in a valley set in a volcanic mountain region. The site includes the principal Zoroastrian sanctuary partly rebuilt in the Ilkhanid (Mongol) period (13th century) as well as a temple of the Sasanian period (6th and 7th centuries) dedicated to Anahita. The site has important symbolic significance. The designs of the fire temple, the palace and the general layout have strongly influenced the development of Islamic architecture.",47.235,36.60388888888889
Jewish Quarter and St Procopius' Basilica in Třebíč,http://whc.unesco.org/en/list/1078,Czech Republic,"Trebíc district, Vysocina Region",N49 13 2 E15 52 44,"The ensemble of the Jewish Quarter, the old Jewish cemetery and the Basilica of St Procopius in Třebíč are reminders of the co-existence of Jewish and Christian cultures from the Middle Ages to the 20th century. The Jewish Quarter bears outstanding testimony to the different aspects of the life of this community. St Procopius' Basilica, built as part of the Benedictine monastery in the early 13th century, is a remarkable example of the influence of Western European architectural heritage in this region.",15.87888888888889,49.21722222222222
Franciscan Missions in the Sierra Gorda of Querétaro,http://whc.unesco.org/en/list/1079,Mexico,State of Querétaro de Arteaga (Sierra Gorda region),N21 12 15.8 W99 27 50.8,"The five Franciscan missions of Sierra Gorda were built during the last phase of the conversion to Christianity of the interior of Mexico in the mid-18th century and became an important reference for the continuation of the evangelization of California, Arizona and Texas. The richly decorated church façades are of special interest as they represent an example of the joint creative efforts of the missionaries and the Indios. The rural settlements that grew around the missions have retained their vernacular character.",-98.53588888888889,21.20438888888889
Orkhon Valley Cultural Landscape,http://whc.unesco.org/en/list/1081,Mongolia,Orkhon-Kharkorin Region,N47 33 24 E102 49 53,"The 121,967-ha Orkhon Valley Cultural Landscape encompasses an extensive area of pastureland on both banks of the Orkhon River and includes numerous archaeological remains dating back to the 6th century. The site also includes Kharkhorum, the 13th- and 14th-century capital of Chingis (Genghis) Khan’s vast Empire. Collectively the remains in the site reflect the symbiotic links between nomadic, pastoral societies and their administrative and religious centres, and the importance of the Orkhon valley in the history of central Asia. The grassland is still grazed by Mongolian nomadic pastoralists.",102.8313888888889,47.556666666666665
Three Parallel Rivers of Yunnan Protected Areas,http://whc.unesco.org/en/list/1083,China,"Lijiang Prefecture, Diqing Tibetan Autonomous Prefecture and Nujiang Lisu Autonomous Prefecture, Yunnan Province",N27 53 42 E98 24 23,"Consisting of eight geographical clusters of protected areas within the boundaries of the Three Parallel Rivers National Park, in the mountainous north-west of Yunnan Province, the 1.7 million hectare site features sections of the upper reaches of three of the great rivers of Asia: the Yangtze (Jinsha), Mekong and Salween run roughly parallel, north to south, through steep gorges which, in places, are 3,000 m deep and are bordered by glaciated peaks more than 6,000 m high. The site is an epicentre of Chinese biodiversity. It is also one of the richest temperate regions of the world in terms of biodiversity.",98.40638888888888,27.895
"Royal Botanic Gardens, Kew",http://whc.unesco.org/en/list/1084,United Kingdom of Great Britain and Northern Ireland,"London Borough of Richmond upon Thames, southwest Greater London",N51 28 55 E0 17 38.5,"This historic landscape garden features elements that illustrate significant periods of the art of gardens from the 18th to the 20th centuries. The gardens house botanic collections (conserved plants, living plants and documents) that have been considerably enriched through the centuries. Since their creation in 1759, the gardens have made a significant and uninterrupted contribution to the study of plant diversity and economic botany.",0.2940277777777778,51.481944444444444
Town Hall and Roland on the Marketplace of Bremen,http://whc.unesco.org/en/list/1087,Germany,Bremen (city-state),N53 4 33.5 E8 48 26.9,"The Town Hall and the statue of Roland on the marketplace of Bremen in north-west Germany are outstanding representations of civic autonomy and sovereignty, as these developed in the Holy Roman Empire in Europe. The old town hall was built in the Gothic style in the early 15th century, after Bremen joined the Hanseatic League. The building was renovated in the so-called Weser Renaissance style in the early 17th century. A new town hall was built next to the old one in the early 20th century as part of an ensemble that survived bombardment during the Second World War. The statue stands 5.5 m tall and dates back to 1404.",8.807472222222222,53.07597222222222
Complex of Koguryo Tombs,http://whc.unesco.org/en/list/1091,Democratic People's Republic of Korea,"Pyongyang, South Phyongan Province, Nampho, South Hwangghae Province",N38 51 47 E125 24 54,"The property includes several group and individual tombs - totalling about 30 individual tombs - from the later period of the Koguryo Kingdom, one of the strongest kingdoms in nowadays northeast China and half of the Korean peninsula between the 3rd century BC to 7th century AD. The tombs, many with beautiful wall paintings, are almost the only remains of this culture. Only about 90 out of more than 10,000 Koguryo tombs discovered in China and Korea so far, have wall paintings. Almost half of these tombs are located on this site and they are thought to have been made for the burial of kings, members of the royal family and the aristocracy. These paintings offer a unique testimony to daily life of this period.",125.415,38.863055555555555
Mapungubwe Cultural Landscape,http://whc.unesco.org/en/list/1099,South Africa,Northern Province,S22 11 33 E29 14 20.004,"Mapungubwe is set hard against the northern border of South Africa, joining Zimbabwe and Botswana. It is an open, expansive savannah landscape at the confluence of the Limpopo and Shashe rivers. Mapungubwe developed into the largest kingdom in the sub-continent before it was abandoned in the 14th century. What survives are the almost untouched remains of the palace sites and also the entire settlement area dependent upon them, as well as two earlier capital sites, the whole presenting an unrivalled picture of the development of social and political structures over some 400 years.",29.23889,-21.8075
Champaner-Pavagadh Archaeological Park,http://whc.unesco.org/en/list/1101,India,"Gujarat state, district of Panchmahal",N22 28 60 E73 31 60,"A concentration of largely unexcavated archaeological, historic and living cultural heritage properties cradled in an impressive landscape which includes prehistoric (chalcolithic) sites, a hill fortress of an early Hindu capital, and remains of the 16th-century capital of the state of Gujarat. The site also includes, among other vestiges, fortifications, palaces, religious buildings, residential precincts, agricultural structures and water installations, from the 8th to 14th centuries. The Kalikamata Temple on top of Pavagadh Hill is considered to be an important shrine, attracting large numbers of pilgrims throughout the year. The site is the only complete and unchanged Islamic pre-Mughal city.",73.53333333333333,22.483333333333334
Purnululu National Park,http://whc.unesco.org/en/list/1094,Australia,Western Australia,S17 30 0 E128 30 0,"The 239,723 ha Purnululu National Park is located in the State of Western Australia. It contains the deeply dissected Bungle Bungle Range composed of Devonian-age quartz sandstone eroded over a period of 20 million years into a series of beehive-shaped towers or cones, whose steeply sloping surfaces are distinctly marked by regular horizontal bands of dark-grey cyanobacterial crust (single-celled photosynthetic organisms). These outstanding examples of cone karst owe their existence and uniqueness to several interacting geological, biological, erosional and climatic phenomena.",128.5,-16.5
Um er-Rasas (Kastrom Mefa'a),http://whc.unesco.org/en/list/1093,Jordan,Madaba Governorate,N31 30 6.012 E35 55 14.016,"Most of this archaeological site, which started as a Roman military camp and grew to become a town from the 5th century, has not been excavated. It contains remains from the Roman, Byzantine and Early Muslim periods (end of 3rd to 9th centuries AD) and a fortified Roman military camp. The site also has 16 churches, some with well-preserved mosaic floors. Particularly noteworthy is the mosaic floor of the Church of Saint Stephen with its representation of towns in the region. Two square towers are probably the only remains of the practice, well known in this part of the world, of the stylites (ascetic monks who spent time in isolation atop a column or tower). Um er-Rasas is surrounded by, and dotted with, remains of ancient agricultural cultivation in an arid area.",35.92056,31.50167
Mausoleum of Khoja Ahmed Yasawi,http://whc.unesco.org/en/list/1103,Kazakhstan,"South Kazakhstan Oblast, City of Turkestan",N43 17 35 E68 16 28,"The Mausoleum of Khoja Ahmed Yasawi, in the town of Yasi, now Turkestan, was built at the time of Timur (Tamerlane), from 1389 to 1405. In this partly unfinished building, Persian master builders experimented with architectural and structural solutions later used in the construction of Samarkand, the capital of the Timurid Empire. Today, it is one of the largest and best-preserved constructions of the Timurid period.",68.27444444444444,43.293055555555554
Ensemble of the Novodevichy Convent,http://whc.unesco.org/en/list/1097,Russian Federation,City of Moscow,N55 43 34 E37 33 18.3,"The Novodevichy Convent, in south-western Moscow, built in the 16th and 17th centuries in the so-called Moscow Baroque style, was part of a chain of monastic ensembles that were integrated into the defence system of the city. The convent was directly associated with the political, cultural and religious history of Russia, and closely linked to the Moscow Kremlin. It was used by women of the Tsar’s family and the aristocracy. Members of the Tsar’s family and entourage were also buried in its cemetery. The convent provides an example of the highest accomplishments of Russian architecture with rich interiors and an important collection of paintings and artefacts.",37.555083333333336,55.72611111111111
Pasargadae,http://whc.unesco.org/en/list/1106,Iran (Islamic Republic of),Pars Province,N30 11 37.788 E53 10 2.244,"Pasargadae was the first dynastic capital of the Achaemenid Empire, founded by Cyrus II the Great, in Pars, homeland of the Persians, in the 6th century BC. Its palaces, gardens and the mausoleum of Cyrus are outstanding examples of the first phase of royal Achaemenid art and architecture and exceptional testimonies of Persian civilization. Particularly noteworthy vestiges in the 160-ha site include: the Mausoleum of Cyrus II; Tall-e Takht, a fortified terrace; and a royal ensemble of gatehouse, audience hall, residential palace and gardens. Pasargadae was the capital of the first great multicultural empire in Western Asia. Spanning the Eastern Mediterranean and Egypt to the Hindus River, it is considered to be the first empire that respected the cultural diversity of its different peoples. This was reflected in Achaemenid architecture, a synthetic representation of different cultures.",53.16729,30.19383
Incense Route - Desert Cities in the Negev,http://whc.unesco.org/en/list/1107,Israel,Negev Region,N30 32 27.996 E35 9 38.988,"The four Nabatean towns of Haluza, Mamshit, Avdat and Shivta, along with associated fortresses and agricultural landscapes in the Negev Desert, are spread along routes linking them to the Mediterranean end of the incense and spice route. Together they reflect the hugely profitable trade in frankincense and myrrh from south Arabia to the Mediterranean, which flourished from the 3rd century BC until the 2nd century AD. With the vestiges of their sophisticated irrigation systems, urban constructions, forts and caravanserai, they bear witness to the way in which the harsh desert was settled for trade and agriculture.",35.16083,30.54111
